id	file	title	date	place	medium	dimensions	width	height	photographer
4083	File:ETH-BIB-Flug über Dolomiten mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-11-0013.tif	-	15.09.32	Trentino-Südtirol; Dolomiten	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4084	File:ETH-BIB-Flug über Dolomiten mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-11-0014.tif	Flug über Dolomiten mit der Lockheed Orion (CH-168)	15.09.32	Trentino-Südtirol; Dolomiten	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4085	File:ETH-BIB-Flug über Dolomiten mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-11-0015.tif	Flug über Dolomiten mit der Lockheed Orion (CH-168)	15.09.32	Trentino-Südtirol; Dolomiten	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4086	File:ETH-BIB-Flug über Dolomiten mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-11-0016.tif	Flug über Dolomiten mit der Lockheed Orion (CH-168)	15.09.32	Trentino-Südtirol; Dolomiten	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4087	File:ETH-BIB-Flug über Dolomiten mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-11-0017.tif	Flug über Dolomiten mit der Lockheed Orion (CH-168)	15.09.32	Trentino-Südtirol; Dolomiten	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4088	File:ETH-BIB-Flug über Dolomiten mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-11-0018.tif	-	15.09.32	Trentino-Südtirol; Dolomiten	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4089	File:ETH-BIB-Flug über Dolomiten mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-11-0019.tif	Flug über Dolomiten mit der Lockheed Orion (CH-168)	15.09.32	Trentino-Südtirol; Dolomiten	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4090	File:ETH-BIB-Flug über Dolomiten mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-11-0020.tif	-	15.09.32	Trentino-Südtirol; Dolomiten	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4091	File:ETH-BIB-Flug über Dolomiten mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-11-0021.tif	-	15.09.32	Trentino-Südtirol; Dolomiten	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4092	File:ETH-BIB-Flug über Dolomiten mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-11-0022.tif	-	15.09.32	Trentino-Südtirol; Dolomiten	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4093	File:ETH-BIB-Flug über Dolomiten mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-11-0023.tif	Flug über Dolomiten mit der Lockheed Orion (CH-168)	15.09.32	Trentino-Südtirol; Dolomiten	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4094	File:ETH-BIB-Flug über Dolomiten mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-11-0024.tif	Flug über Dolomiten mit der Lockheed Orion (CH-168)	15.09.32	Trentino-Südtirol; Dolomiten	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4095	File:ETH-BIB-Flug über Dolomiten mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-11-0025.tif	-	15.09.32	Trentino-Südtirol; Dolomiten	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4096	File:ETH-BIB-Flug über Dolomiten mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-11-0026.tif	-	15.09.32	Trentino-Südtirol; Dolomiten	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4097	File:ETH-BIB-Flug über Dolomiten mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-11-0027.tif	-	15.09.32	Trentino-Südtirol; Dolomiten	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4098	File:ETH-BIB-Flug über Dolomiten mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-11-0028.tif	-	15.09.32	Trentino-Südtirol; Dolomiten	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4099	File:ETH-BIB-Flug über Dolomiten mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-11-0029.tif	-	15.09.32	Trentino-Südtirol; Dolomiten	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4100	File:ETH-BIB-Flug über Dolomiten mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-11-0030.tif	-	15.09.32	Trentino-Südtirol; Dolomiten	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4101	File:ETH-BIB-Flug über Dolomiten mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-11-0031.tif	-	15.09.32	Trentino-Südtirol; Dolomiten	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4102	File:ETH-BIB-Flug über Dolomiten mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-11-0032.tif	-	15.09.32	Trentino-Südtirol; Dolomiten	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4103	File:ETH-BIB-Flug über Dolomiten mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-11-0033.tif	-	15.09.32	Trentino-Südtirol; Dolomiten	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4104	File:ETH-BIB-Flug über Dolomiten mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-11-0034.tif	-	15.09.32	Trentino-Südtirol; Dolomiten	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4105	File:ETH-BIB-Flug über Dolomiten mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-11-0035.tif	Winterthur-Töss von Süden	15.09.32	Trentino-Südtirol; Dolomiten	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4106	File:ETH-BIB-Flug über Dolomiten mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-11-0036.tif	-	15.09.32	Trentino-Südtirol; Dolomiten	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4107	File:ETH-BIB-Flug über Dolomiten mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-11-0037.tif	-	15.09.32	Trentino-Südtirol; Dolomiten	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4108	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0001.tif	-	19.09.32	Europa	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	-
4109	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0002.tif	-	19.09.32	Europa	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	-
4110	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0003.tif	Toubkal, höchster Berg des Atlas 4225 m	19.09.32	Austria	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4111	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0004.tif	Passagiere in der Fokker zwischen Zürich und Biarritz	19.09.32	Europa	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
4112	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0005.tif	Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)	19.09.32	Europa	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
4113	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0006.tif	Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)	19.09.32	Europa	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
4114	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0007.tif	Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)	19.09.32	Europa	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4115	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0008.tif	Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)	19.09.32	Europa	Fotografie : Negativ	9 x 12 cm	12	9	Walter Mittelholzer
4116	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0009.tif	-	19.09.32	Europa	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	-
4117	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0010.tif	-	19.09.32	Europa	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	-
4118	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0011.tif	-	19.09.32	Europa	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	-
4119	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0012.tif	-	19.09.32	Europa	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	-
4120	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0013.tif	-	19.09.32	Europa	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	-
4121	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0014.tif	Kilimandjaro-Gebirge mit Schira-Kamm von W. aus ca. 60 km Entfernung	19.09.32	Klosterneuburg; Österreich	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4122	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0015.tif	Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)	19.09.32	Klosterneuburg; Österreich	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4123	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0016.tif	-	19.09.32	Budapest	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	-
4124	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0017.tif	Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)	19.09.32	Donau; Budapest	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4125	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0018.tif	Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)	19.09.32	Donau; Budapest	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4126	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0019.tif	Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)	19.09.32	Donau; Budapest	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4127	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0020.tif	Arabergräber	19.09.32	Donau; Budapest	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	-
4128	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0021.tif	Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)	19.09.32	Donau; Budapest	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4129	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0022.tif	Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)	19.09.32	Donau; Budapest	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4130	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0023.tif	Aetna von Norden aus 2500 m Höhe	19.09.32	Slowakei; Österreich; Donau	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4131	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0024.tif	-	19.09.32	Salzburg, Stadt	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4132	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0025.tif	-	19.09.32	Austria	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	-
4133	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0026.tif	-	19.09.32	Austria	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	-
4134	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0027.tif	Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)	19.09.32	Austria	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4135	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0028.tif	Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)	19.09.32	Austria	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4136	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0029.tif	Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)	19.09.32	Austria	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4137	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0030.tif	Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)	19.09.32	Europa	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4138	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0031.tif	Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)	19.09.32	Europa	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
4139	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0032.tif	Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)	19.09.32	Europa	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
4140	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0033.tif	Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)	19.09.32	Europa	Fotografie : Negativ	10 x 12 cm (4 x 5'')	12	10	Walter Mittelholzer
4141	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0034.tif	Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)	19.09.32	Europa	Fotografie : Negativ	10 x 12 cm (4 x 5'')	12	10	Walter Mittelholzer
4142	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0035.tif	Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)	19.09.32	Europa	Fotografie : Negativ	10 x 12 cm (4 x 5'')	12	10	Walter Mittelholzer
4143	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0036.tif	Zugerberg, Rigi, Urneralpen, Vierwaldstättersee, Zugersee	19.09.32	Zugspitze; Europa	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4144	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0037.tif	-	19.09.32	Zugspitze; Europa	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4145	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0038.tif	-	19.09.32	Zugspitze; Europa	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
4146	File:ETH-BIB-Flug über Zugspitze, Wien, Oetztal nach Budapest mit der Lockheed Orion (CH-168)-Weitere-LBS MH02-12-0039.tif	-	19.09.32	Europa	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	-
4147	File:ETH-BIB-Flug übers Baselbiet, im Hintergrund Belchenflue und Ruchen-Inlandflüge-LBS MH01-004665B.tif	Flug übers Baselbiet, im Hintergrund Belchenflue und Ruchen	circa 1925	Jura	Fotografie : Glasplattennegativ	10 x 12 cm (4 x 5'')	18	13	Walter Mittelholzer
4148	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-05.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	10 x 12 cm (4 x 5'')	3.6	2.4	Walter Mittelholzer
4149	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-06.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	10 x 12 cm (4 x 5'')	3.6	2.4	Walter Mittelholzer
4150	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-07.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	6 x 9 cm	9	6	Walter Mittelholzer
4151	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-08.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	6 x 9 cm	9	6	Walter Mittelholzer
4152	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-09.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
4153	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-10.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
4154	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-11.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
4155	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-12.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
4156	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-13.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
4157	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-14.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
4158	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-15.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
4159	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-16.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
4160	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-17.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
4161	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-18.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
4162	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-19.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
4163	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-20.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
4164	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-21.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	9 x 12 cm	12	9	Walter Mittelholzer
4165	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-22.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	6 x 9 cm	9	6	Walter Mittelholzer
4166	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-23.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
4167	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-29.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
4168	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-30.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
4169	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-31.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
4170	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-32.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
4171	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-33.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
4172	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-34.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
4173	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-35.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
4174	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-36.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
4175	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-37.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
4176	File:ETH-BIB-Flug- Dornier DO K3, Zürich, Bern, Ing. Gsell-Inlandflüge-LBS MH05-93-38.tif	Flug: Dornier DO K3, Zürich, Bern, Ing. Gsell	1931-1931	Switzerland	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
